epoch,phone_train_mse,phone_train_pcc,phone_test_mse,phone_test_pcc,learning rate,utt_train_mse_accuracy,utt_train_mse_completeness,utt_train_mse_fluency,utt_train_mse_prosodic,utt_train_mse_total,utt_train_pcc_accuracy,utt_train_pcc_completeness,utt_train_pcc_fluency,utt_train_pcc_prosodic,utt_train_pcc_total,utt_test_mse_accuracy,utt_test_mse_completeness,utt_test_mse_fluency,utt_test_mse_prosodic,utt_test_mse_total,utt_test_pcc_accuracy,utt_test_pcc_completeness,utt_test_pcc_fluency,utt_test_pcc_prosodic,utt_test_pcc_total,word_train_pcc_accuracy,word_train_pcc_stress,word_train_pcc_total,word_test_pcc_accuracy,word_test_pcc_stress,word_test_pcc_total
2.400000000000000000e+01,7.976225018501281738e-02,7.368806430482341963e-01,6.783782690763473511e-02,6.826828213814992719e-01,1.250000000000000026e-04,4.128162935376167297e-02,6.746051949448883533e-04,4.006499052047729492e-02,3.919468820095062256e-02,3.799592331051826477e-02,8.027412094809028842e-01,7.432605122950557142e-02,7.654040475467397409e-01,7.525850604007596756e-01,8.129721397874565270e-01,4.631902649998664856e-02,2.203627489507198334e-03,4.236301034688949585e-02,4.370281845331192017e-02,4.387254640460014343e-02,7.073493805116306543e-01,1.487211961868699361e-01,6.576341281598850896e-01,6.502817810781611474e-01,7.181658321165925729e-01,6.814356510372818754e-01,2.402040780420159616e-01,6.924339531322399877e-01,5.873067335974581082e-01,1.386674280589813013e-01,6.002351733783644061e-01
2.500000000000000000e+01,8.003255724906921387e-02,7.374167878768345119e-01,6.827875971794128418e-02,6.824196796875308113e-01,1.250000000000000026e-04,4.090730100870132446e-02,6.633122684434056282e-04,3.998644277453422546e-02,3.947622701525688171e-02,3.780701756477355957e-02,8.028338802775177863e-01,7.996753279703333606e-02,7.659549181670091134e-01,7.529552123989774470e-01,8.132715375433632321e-01,4.648532718420028687e-02,2.193118911236524582e-03,4.252409934997558594e-02,4.416285082697868347e-02,4.401507228612899780e-02,7.066496680753759918e-01,1.503469258395886965e-01,6.571753585402830833e-01,6.495137316972582342e-01,7.175018560594053074e-01,6.825133619646706062e-01,2.439152033294762489e-01,6.939374972269969355e-01,5.880224309101326208e-01,1.393925243999422359e-01,6.013074416230425046e-01
2.600000000000000000e+01,7.955016940832138062e-02,7.374148886481196596e-01,6.770648062229156494e-02,6.830229043085004337e-01,6.250000000000000130e-05,4.094453155994415283e-02,6.786517333239316940e-04,4.137304052710533142e-02,3.993635252118110657e-02,3.970050811767578125e-02,8.046289129525495687e-01,6.335979087948796773e-02,7.669728933698954920e-01,7.543585694858035984e-01,8.130998639914496229e-01,4.581700265407562256e-02,2.225287258625030518e-03,4.454428702592849731e-02,4.467198252677917480e-02,4.592848569154739380e-02,7.106310265926282232e-01,1.352703386465488877e-01,6.600134731821388767e-01,6.528423410169160723e-01,7.183767925120303488e-01,6.801022134478850178e-01,2.336912603666143062e-01,6.913723014882298123e-01,5.861193807096276576e-01,1.346018092448250381e-01,5.995352525190321691e-01
2.700000000000000000e+01,7.994724065065383911e-02,7.373695466421231748e-01,6.878952682018280029e-02,6.803703540906651526e-01,6.250000000000000130e-05,4.132479429244995117e-02,6.746472790837287903e-04,4.002837091684341431e-02,3.935587406158447266e-02,3.885717689990997314e-02,8.044396831548522586e-01,7.357278399233534161e-02,7.668630466779309263e-01,7.543074007126270297e-01,8.129004956289198613e-01,4.671141877770423889e-02,2.216692548245191574e-03,4.311940819025039673e-02,4.431265220046043396e-02,4.545682668685913086e-02,7.088420531935805124e-01,1.424454904187347770e-01,6.585854296426415511e-01,6.511878809128378576e-01,7.168070638289366636e-01,6.792929790823222236e-01,2.350037534271756379e-01,6.912453753944248769e-01,5.834251886969205048e-01,1.369951666792266209e-01,5.978714504979785183e-01
2.800000000000000000e+01,7.946646958589553833e-02,7.385098818809353594e-01,6.745935976505279541e-02,6.843636820275482702e-01,6.250000000000000130e-05,4.171877726912498474e-02,6.831350037828087807e-04,4.028565809130668640e-02,3.939073532819747925e-02,3.824914991855621338e-02,8.037750369186048571e-01,5.909868358148889084e-02,7.669833179766253339e-01,7.542535389691958914e-01,8.142435756233074029e-01,4.745587706565856934e-02,2.225872129201889038e-03,4.215274378657341003e-02,4.381700605154037476e-02,4.410325363278388977e-02,7.069484471761822153e-01,1.336011004147535097e-01,6.594823194950050205e-01,6.525612785064324184e-01,7.186123228665167728e-01,6.850042934643374437e-01,2.317541211519515698e-01,6.954095560648919649e-01,5.900806569599397200e-01,1.283497681994763273e-01,6.023714498277628060e-01
2.900000000000000000e+01,7.916760444641113281e-02,7.390574444097726126e-01,6.775180995464324951e-02,6.829223985547068221e-01,6.250000000000000130e-05,4.036419838666915894e-02,6.747461156919598579e-04,4.022161290049552917e-02,3.901754319667816162e-02,3.748605027794837952e-02,8.054706771652510033e-01,5.817061368823958634e-02,7.684539220556177996e-01,7.557103932089264120e-01,8.151215523539293573e-01,4.575312137603759766e-02,2.223749412223696709e-03,4.303549230098724365e-02,4.363461211323738098e-02,4.358930140733718872e-02,7.089723708692858839e-01,1.290953223613950374e-01,6.608533373554489332e-01,6.539065980503825370e-01,7.191379099487072990e-01,6.825942691666655460e-01,2.328834309025462068e-01,6.934113018367161763e-01,5.870330391460476527e-01,1.297681214409420747e-01,5.998188005494046182e-01
3.000000000000000000e+01,7.899083942174911499e-02,7.395672788754622529e-01,6.764498353004455566e-02,6.831052565373284535e-01,6.250000000000000130e-05,4.030736535787582397e-02,6.572841666638851166e-04,3.970196470618247986e-02,3.872668370604515076e-02,3.737718984484672546e-02,8.057874555854706022e-01,7.429366208181031883e-02,7.686337422330513647e-01,7.561450881845200866e-01,8.153663399662210987e-01,4.593886807560920715e-02,2.193827647715806961e-03,4.218485578894615173e-02,4.346821084618568420e-02,4.367626085877418518e-02,7.086312073628767694e-01,1.455261731365354860e-01,6.607194314578653804e-01,6.536542372839656556e-01,7.189761696811628466e-01,6.827172659927421838e-01,2.350953142296835219e-01,6.928995894157486957e-01,5.864730304046866793e-01,1.324916273100250896e-01,5.989804181659953430e-01
3.100000000000000000e+01,7.897020876407623291e-02,7.397315577028066302e-01,6.769747287034988403e-02,6.830491670086029643e-01,3.125000000000000065e-05,4.032240062952041626e-02,6.596449529752135277e-04,3.953713551163673401e-02,3.864502534270286560e-02,3.737433254718780518e-02,8.061875470858239634e-01,7.361063420525534862e-02,7.689014888998907393e-01,7.563799575485955495e-01,8.156033684792355354e-01,4.586141556501388550e-02,2.199589973315596581e-03,4.217039421200752258e-02,4.336993023753166199e-02,4.368457943201065063e-02,7.089853843977134140e-01,1.439533383157333979e-01,6.609446063876452948e-01,6.539553637402775177e-01,7.189738489029471324e-01,6.827521047707940660e-01,2.367068193399151366e-01,6.933993557263030683e-01,5.863958915837931274e-01,1.336705369005229127e-01,5.993279808279321497e-01
3.200000000000000000e+01,7.917243242263793945e-02,7.397166339942712332e-01,6.819690018892288208e-02,6.821060783503829494e-01,3.125000000000000065e-05,4.018365964293479919e-02,6.686033448204398155e-04,3.958697244524955750e-02,3.873113542795181274e-02,3.750136867165565491e-02,8.066949693049657588e-01,6.497001140618387238e-02,7.691713420795588396e-01,7.566955575106449894e-01,8.154702576742569597e-01,4.580641165375709534e-02,2.215514425188302994e-03,4.243693873286247253e-02,4.353798553347587585e-02,4.396359249949455261e-02,7.096765085494506353e-01,1.340876386562425138e-01,6.612728345955045661e-01,6.542817465617578598e-01,7.185759021350391906e-01,6.830219895267626296e-01,2.371577725775432799e-01,6.939136826646431500e-01,5.862488062131143707e-01,1.350257550098211967e-01,5.995063922991182848e-01
3.300000000000000000e+01,7.880098372697830200e-02,7.402900770413964882e-01,6.768847256898880005e-02,6.828545876145920568e-01,3.125000000000000065e-05,4.045504331588745117e-02,6.757600931450724602e-04,4.037971794605255127e-02,3.945353254675865173e-02,3.778848797082901001e-02,8.055076516449879431e-01,6.927940475767010997e-02,7.685046649604743152e-01,7.559777807524469262e-01,8.156774795163308500e-01,4.656375572085380554e-02,2.215346321463584900e-03,4.254692420363426208e-02,4.415130242705345154e-02,4.415726661682128906e-02,7.063010905511466486e-01,1.409790850669949414e-01,6.598458568555799486e-01,6.529434308529983300e-01,7.180289825536406711e-01,6.858980663213981588e-01,2.365086620305705822e-01,6.963584796794126675e-01,5.883161354745268801e-01,1.306325827789793503e-01,6.010489892921484500e-01
3.400000000000000000e+01,7.888820022344589233e-02,7.404335984287403472e-01,6.761766225099563599e-02,6.834908353081895482e-01,3.125000000000000065e-05,4.032220318913459778e-02,6.648449925705790520e-04,3.953059017658233643e-02,3.864388912916183472e-02,3.740748763084411621e-02,8.062108713121121095e-01,6.345915567561503934e-02,7.692692638726297272e-01,7.567420287260746559e-01,8.161084847995108138e-01,4.636509716510772705e-02,2.207601675763726234e-03,4.196698218584060669e-02,4.333300516009330750e-02,4.377471655607223511e-02,7.073123214408161274e-01,1.355794700230068262e-01,6.609835305687852269e-01,6.541451002414719884e-01,7.186850682283220104e-01,6.861255367845479070e-01,2.316441195373180328e-01,6.964022682101184136e-01,5.886261697693975226e-01,1.266362428731367118e-01,6.013018661420530542e-01
3.500000000000000000e+01,7.874646037817001343e-02,7.406148656149553755e-01,6.776816397905349731e-02,6.829058161198644505e-01,3.125000000000000065e-05,4.014712572097778320e-02,6.712684407830238342e-04,4.001910611987113953e-02,3.870960697531700134e-02,3.746775910258293152e-02,8.073360059011046586e-01,6.398846474108922655e-02,7.699178972052959091e-01,7.574585749851340255e-01,8.160274423704042546e-01,4.587059468030929565e-02,2.217425499111413956e-03,4.313118755817413330e-02,4.354689270257949829e-02,4.400600120425224304e-02,7.094659054101088991e-01,1.338342971230800371e-01,6.619910286119194964e-01,6.550924661368188184e-01,7.187609212691195015e-01,6.848817648692488991e-01,2.348421742824765290e-01,6.954628932011536202e-01,5.870921154879373827e-01,1.313993267753971461e-01,6.002843719576194115e-01
3.600000000000000000e+01,7.868237793445587158e-02,7.408276806952357463e-01,6.756804883480072021e-02,6.834246965868632229e-01,1.562500000000000033e-05,4.006363078951835632e-02,6.703516119159758091e-04,3.938864916563034058e-02,3.850390762090682983e-02,3.714257478713989258e-02,8.070087467619653232e-01,6.114556838443274689e-02,7.699309656632705723e-01,7.574317747087180308e-01,8.163652781376289358e-01,4.605598002672195435e-02,2.216583816334605217e-03,4.206580296158790588e-02,4.327094182372093201e-02,4.358454048633575439e-02,7.082576890943788062e-01,1.327510462571845351e-01,6.617482263618310601e-01,6.548452375763691435e-01,7.188470476653860963e-01,6.865930100488651933e-01,2.338846562146103258e-01,6.971954013394632277e-01,5.885267909652979190e-01,1.292349510720776085e-01,6.017985052681487090e-01
3.700000000000000000e+01,7.863907516002655029e-02,7.409347909628664075e-01,6.782327592372894287e-02,6.824354715705525098e-01,1.562500000000000033e-05,3.998412936925888062e-02,6.677078781649470329e-04,3.936685621738433838e-02,3.846522048115730286e-02,3.710971400141716003e-02,8.074517853766589592e-01,6.424760269925339218e-02,7.700801702045406705e-01,7.576662975001278166e-01,8.165528294717010471e-01,4.589052498340606689e-02,2.214103471487760544e-03,4.211653023958206177e-02,4.326457902789115906e-02,4.364902153611183167e-02,7.088462130184559618e-01,1.338848135578062370e-01,6.618736895534477194e-01,6.549885546223839228e-01,7.187368860851631736e-01,6.846167480208944500e-01,2.345768594441258181e-01,6.949108792580317440e-01,5.863820317220377332e-01,1.309428654004878845e-01,5.992908200211477521e-01
3.800000000000000000e+01,7.859416306018829346e-02,7.410911653603695637e-01,6.777083873748779297e-02,6.826274251285716632e-01,1.562500000000000033e-05,3.995933011174201965e-02,6.740021635778248310e-04,3.940876573324203491e-02,3.853071108460426331e-02,3.717296198010444641e-02,8.075070633068616166e-01,6.345099298661506515e-02,7.702264657521069591e-01,7.577839222444849865e-01,8.165342940555673223e-01,4.594423249363899231e-02,2.220429014414548874e-03,4.230834171175956726e-02,4.338572546839714050e-02,4.379245638847351074e-02,7.087086710410714918e-01,1.337509567668126731e-01,6.620157615653222694e-01,6.551055167846882021e-01,7.186951752791173043e-01,6.855357697812677342e-01,2.348851566955840187e-01,6.961018524630456783e-01,5.870454113634681059e-01,1.305632561582841800e-01,6.003242077198105431e-01
3.900000000000000000e+01,7.856249809265136719e-02,7.412311276666779802e-01,6.765597313642501831e-02,6.829739565638375254e-01,1.562500000000000033e-05,4.005399718880653381e-02,6.659564096480607986e-04,3.950844705104827881e-02,3.859241306781768799e-02,3.718728199601173401e-02,8.072760228234515667e-01,6.477933018683322552e-02,7.701225707424437239e-01,7.576787365316067779e-01,8.168080096601405549e-01,4.614150896668434143e-02,2.210981911048293114e-03,4.195708781480789185e-02,4.333817586302757263e-02,4.367014020681381226e-02,7.080786306073580949e-01,1.351229000703770833e-01,6.617629046060606868e-01,6.549392086890187814e-01,7.187816492957730397e-01,6.860398661911654150e-01,2.351295293818529142e-01,6.962398470090843672e-01,5.876657762836552390e-01,1.296030686402564192e-01,6.004558846764138647e-01
4.000000000000000000e+01,7.857297360897064209e-02,7.413059080300574699e-01,6.792921572923660278e-02,6.821875796478324983e-01,1.562500000000000033e-05,3.994743153452873230e-02,6.679489742964506149e-04,3.932495415210723877e-02,3.842569142580032349e-02,3.706068173050880432e-02,8.077484786856388155e-01,6.928462537841872937e-02,7.704394892864395716e-01,7.580279693271266828e-01,8.168801129348042256e-01,4.596766084432601929e-02,2.211194485425949097e-03,4.214617237448692322e-02,4.331165924668312073e-02,4.373608902096748352e-02,7.086378796505103939e-01,1.384999549187247991e-01,6.618858172726445055e-01,6.549938213776247409e-01,7.186119957093070054e-01,6.849180198805303599e-01,2.372642727110786387e-01,6.954353884578922118e-01,5.861757453816216490e-01,1.320363133487751084e-01,5.993947808279399547e-01
4.100000000000000000e+01,7.852659374475479126e-02,7.413630027578799186e-01,6.778229773044586182e-02,6.825994774523599373e-01,7.812500000000000163e-06,3.989714756608009338e-02,6.668756832368671894e-04,3.933641314506530762e-02,3.842548280954360962e-02,3.706376999616622925e-02,8.079089335732775323e-01,6.622520050820140947e-02,7.705976969136167920e-01,7.581822404464844123e-01,8.169301394643307956e-01,4.586501047015190125e-02,2.211111830547451973e-03,4.223294183611869812e-02,4.328329116106033325e-02,4.368184506893157959e-02,7.090200976921011700e-01,1.358706952895849529e-01,6.623133561109998402e-01,6.554733161569994415e-01,7.188604138809326916e-01,6.852748640393118151e-01,2.358897415140244203e-01,6.955689145357744074e-01,5.866802713208641995e-01,1.308307802071899673e-01,5.996424357507555980e-01
4.200000000000000000e+01,7.850515842437744141e-02,7.414567447938048561e-01,6.764484196901321411e-02,6.830760716620882800e-01,7.812500000000000163e-06,3.991166129708290100e-02,6.664735847152769566e-04,3.928153961896896362e-02,3.839427977800369263e-02,3.701811656355857849e-02,8.077291325547751866e-01,6.510388008571035834e-02,7.706139791780030057e-01,7.581772327228086805e-01,8.170678274493562432e-01,4.593203961849212646e-02,2.210589824244379997e-03,4.197616130113601685e-02,4.318369179964065552e-02,4.355232790112495422e-02,7.086019699495597068e-01,1.356714031693216915e-01,6.624265988842680253e-01,6.556347753012901070e-01,7.190468757763897045e-01,6.860652705875899260e-01,2.351963092440980674e-01,6.962232901318259337e-01,5.875548500072554914e-01,1.293597281280566003e-01,6.003444142379764648e-01
4.300000000000000000e+01,7.849608361721038818e-02,7.414960229554427018e-01,6.775783002376556396e-02,6.827207402476846987e-01,7.812500000000000163e-06,3.987067192792892456e-02,6.660470389761030674e-04,3.927553072571754456e-02,3.838602825999259949e-02,3.702250495553016663e-02,8.079804800941230436e-01,6.669264981984425467e-02,7.707387548448464409e-01,7.583256824811032137e-01,8.170791659225492554e-01,4.586283117532730103e-02,2.209788886830210686e-03,4.209698364138603210e-02,4.323017597198486328e-02,4.363548755645751953e-02,7.089678746828308453e-01,1.362261067952097171e-01,6.624763274113041334e-01,6.556502253557909832e-01,7.189338591429976777e-01,6.856206676066141092e-01,2.363188730097668666e-01,6.959044641160573308e-01,5.869852745358216106e-01,1.305666686210501248e-01,5.999379470526774449e-01
4.400000000000000000e+01,7.846888154745101929e-02,7.416019800261166584e-01,6.767001003026962280e-02,6.829847754138893556e-01,7.812500000000000163e-06,3.995706513524055481e-02,6.665486725978553295e-04,3.931638970971107483e-02,3.840653970837593079e-02,3.703810274600982666e-02,8.076719407233967640e-01,6.536156018376478027e-02,7.706447443977684220e-01,7.582189597427652084e-01,8.171946969196131061e-01,4.611461609601974487e-02,2.209264319390058517e-03,4.192863032221794128e-02,4.320238530635833740e-02,4.362757503986358643e-02,7.081516685482251994e-01,1.358237943226906219e-01,6.622679011552314865e-01,6.555017356395215211e-01,7.189188593078348344e-01,6.865190930971114547e-01,2.355474184637515178e-01,6.967303299428193597e-01,5.877835800047053194e-01,1.288902622101418816e-01,6.006243497063126213e-01
4.500000000000000000e+01,7.848884165287017822e-02,7.415659274845708415e-01,6.783448159694671631e-02,6.824457989588024187e-01,7.812500000000000163e-06,3.986473381519317627e-02,6.665125838480889797e-04,3.932387754321098328e-02,3.839118033647537231e-02,3.707165643572807312e-02,8.082896527383204299e-01,6.822797644952569018e-02,7.708835401820597344e-01,7.585128828581101379e-01,8.171283796500850016e-01,4.584999755024909973e-02,2.209543483331799507e-03,4.227602109313011169e-02,4.327273368835449219e-02,4.376487806439399719e-02,7.092838954346120106e-01,1.374954271140796935e-01,6.626466843389559047e-01,6.558375343793526602e-01,7.188630463584922969e-01,6.849798461692828688e-01,2.361456927220196012e-01,6.951698726232535819e-01,5.861822684042367060e-01,1.310767026349024533e-01,5.990813315508269898e-01
4.600000000000000000e+01,7.843861728906631470e-02,7.416870386272840232e-01,6.771290302276611328e-02,6.828120104951310720e-01,3.906250000000000081e-06,3.985213115811347961e-02,6.667135166935622692e-04,3.924409672617912292e-02,3.835761547088623047e-02,3.698119893670082092e-02,8.080393092719769799e-01,6.606282695038567798e-02,7.708595649078442413e-01,7.584523050503819697e-01,8.172584613644148233e-01,4.594765603542327881e-02,2.210354199633002281e-03,4.196893423795700073e-02,4.317788779735565186e-02,4.359853267669677734e-02,7.086990886022598302e-01,1.360502727991504957e-01,6.625826044041962515e-01,6.557879216101123454e-01,7.189614941924243885e-01,6.860348844573789240e-01,2.358109170068463933e-01,6.961701539364961722e-01,5.871998720986661979e-01,1.297259970085599956e-01,6.000078938573080167e-01
4.700000000000000000e+01,7.843856513500213623e-02,7.416932019496496054e-01,6.774748116731643677e-02,6.826866935364873656e-01,3.906250000000000081e-06,3.982215747237205505e-02,6.669278955087065697e-04,3.923882544040679932e-02,3.834797814488410950e-02,3.697750717401504517e-02,8.082198956068306073e-01,6.612202087458329824e-02,7.709388714291353084e-01,7.585492269421836298e-01,8.172801719992091041e-01,4.585473239421844482e-02,2.210951177403330803e-03,4.202429205179214478e-02,4.317752271890640259e-02,4.360676184296607971e-02,7.090490999536634975e-01,1.357036513450220194e-01,6.627276656146794398e-01,6.559522930423919984e-01,7.189913874443332187e-01,6.856230267816634250e-01,2.355541149483252050e-01,6.957910439728917096e-01,5.868142880943894024e-01,1.298491104596080359e-01,5.996564908806258920e-01
4.800000000000000000e+01,7.842755317687988281e-02,7.417337368049726765e-01,6.775992363691329956e-02,6.826166881405536513e-01,3.906250000000000081e-06,3.982410952448844910e-02,6.657903431914746761e-04,3.923434391617774963e-02,3.834735974669456482e-02,3.696462884545326233e-02,8.081755906570494696e-01,6.712377032097935348e-02,7.709270522531261882e-01,7.585346188039315818e-01,8.173197510470272542e-01,4.592322558164596558e-02,2.209111116826534271e-03,4.200929030776023865e-02,4.318855330348014832e-02,4.361979290843009949e-02,7.087868872710394452e-01,1.366744330692616916e-01,6.625894803750814743e-01,6.558014674041425796e-01,7.189030491208076024e-01,6.856949828528045021e-01,2.357681033526513592e-01,6.958346847162701909e-01,5.867776876561732191e-01,1.298309663706201100e-01,5.995991883517866050e-01
4.900000000000000000e+01,7.841143757104873657e-02,7.417991059055288883e-01,6.770284473896026611e-02,6.828214629014655035e-01,3.906250000000000081e-06,3.982898965477943420e-02,6.679657381027936935e-04,3.922770917415618896e-02,3.834277018904685974e-02,3.696628287434577942e-02,8.081518481469627257e-01,6.701854523025334298e-02,7.709709336213783626e-01,7.585739740563217648e-01,8.173275054179200971e-01,4.596406593918800354e-02,2.210815437138080597e-03,4.199980944395065308e-02,4.318723455071449280e-02,4.362457990646362305e-02,7.086253224718152000e-01,1.371187236430649048e-01,6.626319970327113618e-01,6.558313635166113098e-01,7.188934222239403704e-01,6.864727603113228716e-01,2.355653644220589982e-01,6.966318172983377854e-01,5.874167452535210554e-01,1.294198867561209276e-01,6.003170661048370382e-01
